titre,nom,stars,localisation,nb_reviews,date_review,date_experience,comment
Fast and professional,Gayla Van Zandt,,US,1 review,2019-05-06T13:57:27.000Z,,
Great,Suzanne,Rated 5 out of 5 stars,US,1 review,2019-05-06T13:55:30.000Z,,GreatEasyReceived new device within 24 hrs
Did great job,RAUL G,Rated 5 out of 5 stars,US,1 review,2019-05-06T13:35:10.000Z,,
Got my phone within a few days.,LOUIS E,Rated 4 out of 5 stars,US,2 reviews,2019-05-06T13:29:38.000Z,,
Awesome,Amy A,Rated 5 out of 5 stars,US,1 review,2019-05-06T13:28:54.000Z,,"Awesome, easy to place claim, phone arrives as promised. Activation and transfer went smooth. Great JOB!"
I was hung up on 3 times .,Myoshi,Rated 2 out of 5 stars,US,1 review,2019-05-06T12:57:25.000Z,,I was hung up on 3 times .. never received a call back that was promised .. .. horrible
Lost phone,Rebecca,Rated 5 out of 5 stars,US,1 review,2019-05-06T12:06:11.000Z,,Easy process.
Easy transaction,Keith,Rated 4 out of 5 stars,US,2 reviews,2019-05-06T12:04:53.000Z,,No choice of color available for my replacement phone. Otherwise an easy transaction.
24 hours great service,Jon,Rated 5 out of 5 stars,US,1 review,2019-05-06T11:48:50.000Z,,
They did great.....sorry the dogs got…,Pat,Rated 5 out of 5 stars,US,2 reviews,2019-05-06T10:58:34.000Z,,They did great.....sorry the dogs got hold of the first replacement.
Service was quick and very helpful,Brian,Rated 5 out of 5 stars,US,1 review,2019-05-06T10:40:16.000Z,,
Fast service,Jack,Rated 5 out of 5 stars,US,1 review,2019-05-06T09:16:53.000Z,,
"Excellent service,I received my phone…",LEON R,Rated 5 out of 5 stars,US,1 review,2019-05-06T08:10:04.000Z,,"Excellent service,I received my phone the next day. I did not have to pay again to have it set up again.  I'm very pleased with the service that was rendered to me."
Not the upgraded phone you said you…,Celerity Contact Centers Llc,Rated 3 out of 5 stars,US,1 review,2019-05-06T05:54:20.000Z,,Not the upgraded phone you said you were sending
Thanks received,Precision Cabinets Installation Llc,Rated 5 out of 5 stars,US,1 review,2019-05-06T05:19:20.000Z,,
great,MARSHA W,Rated 5 out of 5 stars,US,1 review,2019-05-06T04:26:06.000Z,,great customer service
I was 100% satisfied with asurion,Tyrone,Rated 5 out of 5 stars,US,1 review,2019-05-06T04:16:00.000Z,,I was 100% satisfied with asurion. I cracked my screen had a replacement next day. Better experience second time
it was heck until Asurion took over,JAMES T,Rated 5 out of 5 stars,US,1 review,2019-05-06T04:07:33.000Z,,it was heck until Asurion took over. replaced my phone within 24 hours.Don't leave home without Asurion.James T.
Hi  my new phone is working great thank…,BILLIE S,Rated 5 out of 5 stars,US,2 reviews,2019-05-06T03:48:18.000Z,,Hi  my new phone is working great thank you so much for your help with everything.
Very fast and friendly thanks for that,Jamie,Rated 5 out of 5 stars,US,2 reviews,2019-05-06T01:52:35.000Z,,
Phone insurance,DANIEL M,Rated 5 out of 5 stars,US,1 review,2019-05-06T01:26:31.000Z,,Customer service was amazing and the new phone arrived very fast.
I could not have asked for better…,ANGELA D,Rated 5 out of 5 stars,US,3 reviews,2019-05-06T01:17:47.000Z,,"I could not have asked for better service. Each time I called I got the information I needed and I didn’t have to talk to 17 different people and it didn’t take hours upon hours. The replacement phone was her so fast, it was amazing!!!"
They were polite and the whole…,Genevieve,Rated 5 out of 5 stars,US,1 review,2019-05-06T01:03:38.000Z,,They were polite and the whole experience took 10 minutes had my replacement within 2 days.Thank you
The entire process was so easy,BARBARA C,Rated 5 out of 5 stars,US,1 review,2019-05-06T00:34:25.000Z,,The entire process was so easy and fast. I filed my claim in the morning and I had my new phone the next morning. Everything was done online and very easy. I would highly recommend Asurion!
Claim insurance replacement phone...,Carina,Rated 5 out of 5 stars,US,3 reviews,2019-05-06T00:28:39.000Z,,Your service is good my problem with my phone was attended in excellence. Thank you your help.i hope you all have a pleasant day
Phone replacement,Dorothy,Rated 5 out of 5 stars,US,1 review,2019-05-06T00:20:03.000Z,,From beginning to end my interaction was awesome. Filing the claim was easy and the phone arrived as was promised. Returning the broken phone was very easy.I would recommend your service to anyone.
Great service,ISABEL P,Rated 4 out of 5 stars,US,1 review,2019-05-05T23:54:24.000Z,,
They were very patient and…,Roland Gonzalez,Rated 5 out of 5 stars,US,1 review,2019-05-05T23:04:16.000Z,,They were very patient and understanding and didn't mine reexplaining things. Answered all my questions and concerns completely.
Relieved,Reta,Rated 5 out of 5 stars,US,1 review,2019-05-05T22:33:01.000Z,,It was great lots of help
Very easy process,Heather,Rated 5 out of 5 stars,US,2 reviews,2019-05-05T22:06:03.000Z,,Very easy process. The representative was very kind and patient helping me set up my new phone.
Thank you,Tonya,Rated 5 out of 5 stars,US,1 review,2019-05-05T21:01:33.000Z,,Thank you for sending the replacement phone at a speedy time !!
Couldn't have been any easier!,Steve,Rated 5 out of 5 stars,US,1 review,2019-05-05T19:31:11.000Z,,
I received great service from att and…,Eileen,Rated 5 out of 5 stars,US,1 review,2019-05-05T18:56:21.000Z,,I received great service from att and assurion on my claim
phone loss,Melva,Rated 4 out of 5 stars,US,1 review,2019-05-05T18:13:56.000Z,,Great customer service an easy.
Fast service,REX B,Rated 5 out of 5 stars,US,1 review,2019-05-05T16:38:45.000Z,,
Actually,Steve Danna,Rated 2 out of 5 stars,US,2 reviews,2019-05-05T16:25:34.000Z,,"Actually, I do NOT feel there was ""friction"" with this transaction, I was shocked to find out that I am paying nearly $120 a year for insurance that replaces my damaged phone with a rebuilt/refurbished phone! If I was told at ant time that it would not be new then I would not have purchased the insurance at all! I feel that was/is a bit misleading!!!Steve Danna"
Phone replacement was a breeze,Lauren ,Rated 5 out of 5 stars,US,1 review,2019-05-05T16:19:05.000Z,,"Phone replacement was a breeze. The phone arrived the next day which was nice too. I do wish that the price was a bit lower for replacing an ancient phone, but that would be my only gripe."
My experience with Asurian was awesome,Karen Castro,Rated 5 out of 5 stars,US,1 review,2019-05-05T16:11:57.000Z,,My experience with Asurian was awesome! They were polite and very helpful and I got my replacement phone within a few days of filing my claim. Then they restored everything that I thought I’d lost. Excellent service!
Dependable turnaround time.,MICHAEL S,Rated 5 out of 5 stars,US,1 review,2019-05-05T15:44:19.000Z,,
Getting my device replaced by Asurion…,PAMELA K,Rated 5 out of 5 stars,US,1 review,2019-05-05T15:36:55.000Z,,Getting my device replaced by Asurion was simple and fast.  I actually couldn't believe how simple it was.  And I got the replacement in ONE DAY!!
Great response..,Theresa M,Rated 5 out of 5 stars,US,1 review,2019-05-05T14:41:22.000Z,,Great response... easy steps to follow ...within a day of my claim I had new phone sent directly to my house... great company to deal with !!!!
It is awesome great customer service,Carls Masonry Unltd Llc,Rated 5 out of 5 stars,US,1 review,2019-05-05T14:04:10.000Z,,
This was the second time I've had to…,AUGUSTUS A,Rated 5 out of 5 stars,US,1 review,2019-05-05T13:57:23.000Z,,This was the second time I've had to replace a phone. Both times the new phone arrived quickly.
Quick friendly service,Susan,Rated 5 out of 5 stars,US,1 review,2019-05-05T13:38:23.000Z,,
I am very pleased !,PATRICIA D,Rated 5 out of 5 stars,US,1 review,2019-05-05T13:26:06.000Z,,I am very pleased !! Got my phone the next day and it works great. Thank you Assurion!😊
Never a problem with Asurion,NANCYANN P,Rated 5 out of 5 stars,US,1 review,2019-05-05T13:22:04.000Z,,Never a problem with Asurion.  Always there to help in the most efficient way possible.  The representatives are very helpful and will assist you in getting speedy service.
No worries,ENRIQUE G,Rated 5 out of 5 stars,US,1 review,2019-05-05T13:19:56.000Z,,No worries. Easy service.
Was not expecting the phone to arrive…,Robin,Rated 5 out of 5 stars,US,1 review,2019-05-05T12:40:20.000Z,,"Was not expecting the phone to arrive the next day, the claim was filed in the evening figured it would take two days to get a replacement phone. Excellent service"
Fast service,Christopher,Rated 5 out of 5 stars,US,1 review,2019-05-05T12:40:13.000Z,,
Was a very easy transaction,Ken,Rated 5 out of 5 stars,US,2 reviews,2019-05-05T12:09:09.000Z,,
Excellent customer service,C T Texas Plumbing,Rated 5 out of 5 stars,US,1 review,2019-05-05T12:07:24.000Z,,Excellent customer service! Told friends how quickly you took care of my issues.
Great Job! Fast Service!,STANLEY J,Rated 5 out of 5 stars,US,1 review,2019-05-05T12:01:29.000Z,,I was impressed with the prompt service
The tech came to our house and fixed…,MARK D,Rated 5 out of 5 stars,US,1 review,2019-05-05T10:52:06.000Z,,The tech came to our house and fixed the phone in about 20 minutes and he was done. The phone works great. Thank you
Thank u so much for my replacement…,Judy,Rated 5 out of 5 stars,US,1 review,2019-05-05T10:06:00.000Z,,Thank u so much for my replacement phone.  I love it. Really appreciate you guys for sending my phone do fast.
Great,Christian,Rated 5 out of 5 stars,US,1 review,2019-05-05T09:36:51.000Z,,Great awesome best ever so happy
Very prompt,DEBRA M,Rated 5 out of 5 stars,US,1 review,2019-05-05T09:36:00.000Z,,Very prompt. Thank u!
Thank you so much it was easy to set up…,Ladonna,Rated 5 out of 5 stars,US,1 review,2019-05-05T08:07:25.000Z,,Thank you so much it was easy to set up and mail back my old phone I was impressed thank u again
Did an amazing job super fast shipping…,Nydia,Rated 5 out of 5 stars,US,1 review,2019-05-05T08:04:32.000Z,,Did an amazing job super fast shipping no problems what so ever great service
Great service,RAUL Lozano,Rated 5 out of 5 stars,US,2 reviews,2019-05-05T06:23:59.000Z,,
Fast service!,Maria,Rated 5 out of 5 stars,US,1 review,2019-05-05T05:36:54.000Z,,
Great,TONEY B,Rated 5 out of 5 stars,US,1 review,2019-05-05T05:15:56.000Z,,Great experience
Fast service,Charles Bartlett,Rated 5 out of 5 stars,US,4 reviews,2019-05-05T05:12:13.000Z,,Fast service. Decent product
Quick response and got phone In one day!,Monty,Rated 5 out of 5 stars,US,1 review,2019-05-05T05:09:26.000Z,,
Quick Service,Alan,Rated 5 out of 5 stars,US,2 reviews,2019-05-05T04:42:22.000Z,,"Quick, courteous service"
No problem with my replacement phone,PAMELA M,Rated 5 out of 5 stars,US,1 review,2019-05-05T03:25:21.000Z,,
Excellent service and very fast,DEBBIE C,Rated 5 out of 5 stars,US,1 review,2019-05-05T03:15:50.000Z,,
Was very easy to get my new device,Josie K,Rated 5 out of 5 stars,US,1 review,2019-05-05T02:37:33.000Z,,Was very easy to get my new device. No hassles or headaches. Came the very next day too!! I am so glad I had this insurance. Your a life saver Asurion!!!
Great service,ROSEMARY N,Rated 5 out of 5 stars,US,1 review,2019-05-05T02:32:12.000Z,,"Service was fast and friendly,no complications"
I give 5 stars for the professionalism…,Kurt Russell ,Rated 5 out of 5 stars,US,2 reviews,2019-05-05T02:18:24.000Z,,I give 5 stars for the professionalism and the service tech that did my repair.  However now my screen glitches once in awhile yet that is usually the case when you replace a part on a device. Hopefully it won't fail me.
Received placement phone in no time.,GILTON M,Rated 5 out of 5 stars,US,2 reviews,2019-05-05T02:14:35.000Z,,
Perfect service,PAOLA O,Rated 5 out of 5 stars,US,1 review,2019-05-05T02:03:48.000Z,,Receive my replacement within 1 business day. Everything was great!
Amazing service,LORI A,Rated 5 out of 5 stars,US,2 reviews,2019-05-05T02:00:01.000Z,,
Damaged phone,DIANNE M,Rated 5 out of 5 stars,US,1 review,2019-05-05T01:50:03.000Z,,The company representatives were pleasant and helpful in guiding us through this process to replace our phone and to return our damaged phone.  We are very pleased with the way Asurion handle our claim-
The service was great.,CHENITA H,Rated 5 out of 5 stars,US,1 review,2019-05-05T01:37:49.000Z,,
Got the new phone super fast.,KRISTA S,Rated 5 out of 5 stars,US,1 review,2019-05-05T01:07:59.000Z,,
The first  At@t rep gave me the wrong…,Suzanne,Rated 2 out of 5 stars,US,1 review,2019-05-05T01:04:17.000Z,,"The first  At@t rep gave me the wrong information ,which if I didnt follow up and see a different rep 3 days later expecting the cell to go to the store ,I still would not have a replacement. The company goes through store reps like I wash my hands .They are paid and treated as  toilet paper ,because they know there are always people waiting for a part time job. Additionally the cell can only be sent to my address ,which the first person said it could go to the store ,which was wrong."
Smashed phone!,DAYMOND G,Rated 4 out of 5 stars,US,2 reviews,2019-05-05T01:03:11.000Z,,Very fast replacement!
performed exactly as promised and…,JEFFERY L,Rated 5 out of 5 stars,US,1 review,2019-05-05T00:58:42.000Z,,performed exactly as promised and provided great communication
Fast and easy!,Mary H,Rated 5 out of 5 stars,US,2 reviews,2019-05-05T00:57:21.000Z,,
Asurion comes through as always!,Jeff U,Rated 5 out of 5 stars,US,1 review,2019-05-05T00:53:49.000Z,,Have used Asurion for years and have never had a problem! Great company and we mobile phone owners are lucky to have them!
Great service and quick response,CHRIS,Rated 5 out of 5 stars,US,1 review,2019-05-05T00:46:55.000Z,,
Did great,MARK H,Rated 5 out of 5 stars,US,1 review,2019-05-05T00:45:57.000Z,,"Did great, thanks for the quick turn around."
Good,Honorio,Rated 4 out of 5 stars,US,1 review,2019-05-05T00:41:36.000Z,,The delivery of service was excellent
Very on time,Cay,Rated 5 out of 5 stars,US,1 review,2019-05-04T23:57:43.000Z,,"Very on time , the best , and fast"
