titre,nom,stars,localisation,nb_reviews,date_review,date_experience,comment
All Interactions Should Be This Smooth,Barbara S,Rated 5 out of 5 stars,US,1 review,2018-05-30T15:49:02.000Z,,"I dropped my Samsung Galaxy S8 on a rough asphalt road and the screen shattered. It was still usable, but not for long. I expected to contact Asurion and have a long process of exchange, but I was pleasantly surprised when, with no questions asked, I received a replacement phone within a day. I sent the broken phone to Asurion as soon as I received the mailing materials. This experience is like dealing with my outstanding property insurance provider. I couldn't be more pleased with the entire transaction."
Would be 5 star but the deductible,TYLER L,Rated 4 out of 5 stars,US,1 review,2018-05-30T15:42:52.000Z,,"Would be 5 star but the deductible, was a little to high"
Thanks really great,UNKNOWN U,Rated 5 out of 5 stars,US,1 review,2018-05-30T15:26:24.000Z,,
Great service and speedy delivery of my…,MARK M,Rated 5 out of 5 stars,US,1 review,2018-05-30T15:22:55.000Z,,Great service and speedy delivery of my new phone.
The claim process was unbelievable…,ANNIE W,Rated 5 out of 5 stars,US,2 reviews,2018-05-30T15:17:48.000Z,,The claim process was unbelievable simple.  GREAT RESPONSE TIME!!!
Amazingly fast,JOHN E,Rated 5 out of 5 stars,US,1 review,2018-05-30T15:14:27.000Z,,Amazingly fast!  The tablet broke on Thursday and we had a replacement on Saturday.  Great job!!  The process was also easy to navigate.
Long and arduous.,kevin boudreaux,,US,1 review,2018-05-30T15:04:12.000Z,,"Long, drawn out, obnoxious process. Make claim online, download claimform and do paper claim and affidavit and fax in, finnish now approved claim online,  wait for claim specialist to call me to review claim.  Still waiting."
Perfect!,KYMBERLI D,Rated 5 out of 5 stars,US,2 reviews,2018-05-30T15:03:44.000Z,,"Perfect! My daughter had her new phone in 2 days! No muss, no fuss!"
The technician was very helpful,Michael Mcbeth,Rated 5 out of 5 stars,US,2 reviews,2018-05-30T15:01:07.000Z,,
Ok assurion,RYAN G,Rated 4 out of 5 stars,US,1 review,2018-05-30T14:57:41.000Z,,"Ok, great website"
Smashed iPhone X,Daniel T,Rated 5 out of 5 stars,US,1 review,2018-05-30T14:34:22.000Z,,Smashed iPhone X.  Replacement was a breeze.  Fill out a couple of forms and submit.  New phone authorized same day and delivered the next.
My experience in claiming insurance…,MARSHA ROOF,Rated 5 out of 5 stars,US,1 review,2018-05-30T14:25:34.000Z,,"My experience in claiming insurance coverage for my iPhone was great! The concern was from me and my inconvenience of a broken phone, how quickly they could get the replacement to me, and most consistently, their concern about my having the phone totally turned off so that I would not have an additional charges."
The process of receiving a replacement…,Bria Lindsey,Rated 5 out of 5 stars,US,1 review,2018-05-30T14:18:12.000Z,,The process of receiving a replacement device with/through Asurion was very smooth. The representatives were very helpful and thorough. The phone didn’t take long to come at all.
Excellent service,LEE M,Rated 5 out of 5 stars,US,2 reviews,2018-05-30T14:06:52.000Z,,"Excellent service, in very rapid time"
Timely and Outstanding Service,Dr. Dara Murray,Rated 5 out of 5 stars,US,1 review,2018-05-30T13:53:12.000Z,,Your timely process of replacing the phone was outstanding and your team provide excellent service.
Great service,DENISE F,Rated 5 out of 5 stars,US,1 review,2018-05-30T13:43:57.000Z,,Everybody was very helpful and nice
Quick and accurate service.,Katfarm2,Rated 5 out of 5 stars,US,2 reviews,2018-05-30T13:31:19.000Z,,
Great experience!,Judy Wood Brown,Rated 5 out of 5 stars,US,1 review,2018-05-30T13:29:37.000Z,,
Asurion was great as FedEx lost our…,BECKY H,Rated 5 out of 5 stars,US,1 review,2018-05-30T13:17:35.000Z,,Asurion was great as FedEx lost our first package and we called them and they shipped another right out to us.
Everything went great,DUANE ,Rated 5 out of 5 stars,US,1 review,2018-05-30T13:01:31.000Z,,Everything went great.  Very pleased.
Easy to file,MARY J,Rated 5 out of 5 stars,US,1 review,2018-05-30T12:59:17.000Z,,Easy to file. Great experience.worth the plan.
Fast replacement,LINO L,Rated 5 out of 5 stars,US,1 review,2018-05-30T12:39:06.000Z,,
The Asurion agent was very polite and…,JOSEPH D,Rated 5 out of 5 stars,US,1 review,2018-05-30T12:19:00.000Z,,The Asurion agent was very polite and fast in fixing my issue.  I received my phone in day.
Horrible experience and I'm pretty sure…,malea kanzig,Rated 1 out of 5 stars,US,3 reviews,2018-05-30T12:07:11.000Z,,"Horrible experience and I'm pretty sure that most of all of their reviews are from their company😑🤔! They try to screw over honest customer, and will argue and ignore their ""policy"" if they think you are stupid and can pull  complete crap and get away with it! I'm never late with a payment on my phone or my insurance,  so if I need a replacement (and pay for it) just give me my darn replacement not argue for 2hrs about it!! Poor, poor, poor customer service!!"
Received the replacement phone very…,KIRK D,Rated 5 out of 5 stars,US,2 reviews,2018-05-30T11:58:05.000Z,,Received the replacement phone very quickly.
Great,Mrs. THP,Rated 5 out of 5 stars,US,1 review,2018-05-30T11:35:23.000Z,,"Great, easy, and quick interaction."
They were Johnny on the spot!,JACQUELYN P,Rated 5 out of 5 stars,US,1 review,2018-05-30T11:34:57.000Z,,
Worked as expected,Mike,Rated 5 out of 5 stars,US,4 reviews,2018-05-30T11:15:09.000Z,,"Item arrived quickly, overall process was pretty easy. No complaints."
The customer service was excellent and…,ERIC T,Rated 5 out of 5 stars,US,1 review,2018-05-30T11:05:09.000Z,,The customer service was excellent and the upgrade on the iPad was perfect..my daughter loved it and I was crowned father of the year..SMILE
Very easy and received my device quick,LINDA W,Rated 5 out of 5 stars,US,1 review,2018-05-30T10:24:54.000Z,,
Great service,ANTONIO G,Rated 5 out of 5 stars,US,1 review,2018-05-30T10:19:01.000Z,,
The experience was fast and convenient,JANICE B,Rated 5 out of 5 stars,US,1 review,2018-05-30T09:09:08.000Z,,"The experience was fast and convenient, received the new device and was able to get it operating quickly."
Thanks for the timely response.,STEVEN S,Rated 5 out of 5 stars,US,1 review,2018-05-30T08:40:56.000Z,,
Excellent service,OLGA L,Rated 5 out of 5 stars,US,1 review,2018-05-30T06:51:38.000Z,,"Excellent service, very fast shipping and very reasonable rates! Thank you!"
Should be easier to sign and complete…,JOSH He,Rated 5 out of 5 stars,US,1 review,2018-05-30T04:54:23.000Z,,"Should be easier to sign and complete paperwork. I was not able to get to a printer and scanner to print out, sign and scan back the needed papers therefor making it a longer process"
Quick,Kende B.,Rated 5 out of 5 stars,US,1 review,2018-05-30T04:31:46.000Z,,"Quick, easy, simple! Loved every time we've had a claim and how easy and fast it was to receive and send back! You're the best"
great choice,ALI F,Rated 5 out of 5 stars,US,1 review,2018-05-30T04:17:14.000Z,,
Quick,JOVANNA V,Rated 4 out of 5 stars,US,1 review,2018-05-30T04:10:52.000Z,,"Quick, simple and easy"
Great good customer service and quick…,MICHAEL H,Rated 4 out of 5 stars,US,1 review,2018-05-30T04:09:25.000Z,,Great good customer service and quick turnaround time.
Great customer service.,DEBORAH C,Rated 5 out of 5 stars,US,1 review,2018-05-30T03:59:19.000Z,,
Great experience,JOSEPH J,Rated 5 out of 5 stars,US,1 review,2018-05-30T03:57:34.000Z,,"Great experience. Needed a replacement phone, and got the replacement next day!"
10/10 would recommend,Tina ,Rated 5 out of 5 stars,US,1 review,2018-05-30T03:32:40.000Z,,The process was quick and easy. Instructions were clear and everything went so smoothly. Customer service over the phone went well too!
Too expensive,JACKSON F,Rated 4 out of 5 stars,US,1 review,2018-05-30T03:27:29.000Z,,
I received my replacement sooner than I…,JEFFREY B,Rated 5 out of 5 stars,US,1 review,2018-05-30T02:35:35.000Z,,I received my replacement sooner than I expected.
Simple,CHARLES B,Rated 5 out of 5 stars,US,1 review,2018-05-30T01:26:09.000Z,,"Simple, quick  and easy to use, a very good experience"
Awesome service!!!,LYDIA B,Rated 5 out of 5 stars,US,2 reviews,2018-05-30T01:09:58.000Z,,
Quick replacement WoW,JONATHAN S,Rated 5 out of 5 stars,US,1 review,2018-05-30T00:57:48.000Z,,
No issues,Stephen LaPoint,Rated 5 out of 5 stars,US,3 reviews,2018-05-30T00:26:20.000Z,,No issues.  Fast and simple. Professional service.  Thank you.
Customer service was very professional…,LATRICE S,Rated 5 out of 5 stars,US,1 review,2018-05-29T23:09:23.000Z,,Customer service was very professional and the process went great!
Did a great job,JOSHUA D,Rated 5 out of 5 stars,US,1 review,2018-05-29T22:56:27.000Z,,
It was fast and easy to do.,EUNICE G,Rated 5 out of 5 stars,US,1 review,2018-05-29T21:36:42.000Z,,
Nice and easy phone replacement!,JOHNNY N,Rated 5 out of 5 stars,US,1 review,2018-05-29T20:39:22.000Z,,
Very pleased with my replacement phone,REGINA V,Rated 5 out of 5 stars,US,1 review,2018-05-29T20:26:02.000Z,,Very pleased with my replacement phone! Thank you! Addition you are the best!!!
Service,PAMELA H,Rated 5 out of 5 stars,US,1 review,2018-05-29T20:06:22.000Z,,Fast and easy to file claim. Excellent service.
Fast shipping,Jesse J,Rated 5 out of 5 stars,US,1 review,2018-05-29T19:12:25.000Z,,"Fast shipping, great communication and assistance getting phone activated. They even made it simple to ship to the hotel since I was on vacation"
very fast at getting my new phone.,CORY B,Rated 5 out of 5 stars,US,1 review,2018-05-29T18:47:18.000Z,,
great customer service when I called they sent phone out fast!,Richard G,Rated 5 out of 5 stars,US,1 review,2018-05-29T18:39:17.000Z,,
Got my phone fast,stephanie r,Rated 5 out of 5 stars,US,1 review,2018-05-29T18:27:13.000Z,,Everything was very fast I would reccomend this anyday
If I could give it zero stars,Kenji647_,,US,2 reviews,2018-05-29T18:02:12.000Z,,"If I could give it zero stars, I would. I had my IPhone 6s covered under warranty for 2 years now. Went to file a claim and they sent me out a replacement. Sadly, they sent me a refurbished replacement same make and model. Let's do the math, $200 deductible + $144 over 2 yrs warranty payment =$344 for a refurbished phone?? Not worth having this company as a warranty carrier."
Filed the claim online Thursday,LAURIE S,Rated 5 out of 5 stars,US,1 review,2018-05-29T16:24:56.000Z,,"Filed the claim online Thursday, new phone was in-hand by Friday morning. Excellent!!"
I MADE CLAIM A SAMSUNG NOTE 8 AND A IPHONE X,MILCIADES RAMIREZ,Rated 5 out of 5 stars,US,3 reviews,2018-05-29T16:18:05.000Z,,"I made 2 simultaneous claims, the solution was too fast I booth of them, thanks"
Great customer service,Miguel Dominguez,Rated 5 out of 5 stars,US,1 review,2018-05-29T15:59:08.000Z,,Making the claim was easy and fast.  I received my replacement item quicker that I expected.  Very professional.
The new phone came quickly.,Mrs Mason,Rated 5 out of 5 stars,US,1 review,2018-05-29T15:30:33.000Z,,
Replaced I-phone in less than 24 hrs.,eric d,Rated 5 out of 5 stars,US,1 review,2018-05-29T15:27:20.000Z,,Replaced I-phone in less than 24 hrs.Fantastic service.Thank you Eric
Speedy and correct,CASSANDRA G,Rated 5 out of 5 stars,US,1 review,2018-05-29T15:25:28.000Z,,Speedy and correct.  Thank you
Ease of use,JOAQUIN N,Rated 5 out of 5 stars,PR,1 review,2018-05-29T14:57:54.000Z,,"Ease of use, fast response and delivery"
The representative was so nice and easy…,Numberchic,Rated 5 out of 5 stars,US,2 reviews,2018-05-29T14:34:20.000Z,,The representative was so nice and easy to work with and she made it an easy process to go thru.I got my phone the next day!!
Great experience.,Munaa S,Rated 4 out of 5 stars,US,1 review,2018-05-29T13:55:20.000Z,,
Excellent Service!,Austin,Rated 5 out of 5 stars,US,1 review,2018-05-29T13:54:32.000Z,,The quality of service and speed of my replacement device shipment was outstanding.  I was frantic without my device and I submitted my claim at 6:00pm on a Tuesday and my new phone was delivered at 3:00pm the next day!  I am extremely impressed with the ease of the process and will continue to have coverage for the life of this phone and all future phones. Thank you for making this a stress free process.  I would highly recommend this coverage!
Better than expected,RICHARD C,Rated 5 out of 5 stars,US,1 review,2018-05-29T13:33:33.000Z,,
So fast & easy!,Dan,Rated 5 out of 5 stars,US,2 reviews,2018-05-29T13:32:14.000Z,,"So fast & easy!  They made making a claim so easy, I did it all online, & the replacement phone arrived the very next day. Great job!"
lost my phone had a new,GREGORY D,Rated 5 out of 5 stars,US,1 review,2018-05-29T13:08:43.000Z,,"lost my phone had a new, better then the one i lost the next day great service"
Asurion sent me a defective device.,ANTHONY M,Rated 4 out of 5 stars,US,1 review,2018-05-29T13:08:28.000Z,,
Great to work with,le,Rated 5 out of 5 stars,US,1 review,2018-05-29T13:05:45.000Z,,They are great to work with when you have issues.
sent a new phone overnight and it works…,Lisa M,Rated 5 out of 5 stars,US,1 review,2018-05-29T13:00:31.000Z,,sent a new phone overnight and it works just fine.
Smooth replacement,Jeff H,Rated 5 out of 5 stars,US,1 review,2018-05-29T12:39:45.000Z,,Smooth replacementQuick and clear transaction to replace broken phone.
Excellent response time,YOSEF A,Rated 5 out of 5 stars,US,1 review,2018-05-29T12:38:48.000Z,,
Fast & easy.would recommend them to…,TINA K,Rated 5 out of 5 stars,US,1 review,2018-05-29T12:38:19.000Z,,Fast & easy.would recommend them to anyone with a cell phone.
I definitely will use Asurion as long…,LAILA,Rated 5 out of 5 stars,US,5 reviews,2018-05-29T12:21:11.000Z,,I definitely will use Asurion as long as I own a phone.
Was please with the quick turnaround,RICHARD C,Rated 4 out of 5 stars,US,1 review,2018-05-29T11:11:49.000Z,,
I would have the store exchange the…,DAVID H,Rated 3 out of 5 stars,US,1 review,2018-05-29T10:43:27.000Z,,I would have the store exchange the phone at time of claim.  Then send the replacment phone for store inventory.
Easy claim filing and good customer…,NORMAN H,Rated 5 out of 5 stars,US,1 review,2018-05-29T10:09:49.000Z,,Easy claim filing and good customer service
Great service!,MARILYN A,Rated 5 out of 5 stars,US,1 review,2018-05-29T05:04:38.000Z,,Your customer service was fantastic.  The website was easy to use and the new phone came the next day!
